author;comment;publishedTimeText;pageUrl;title;
@MangihutSimbolon-h5u;Pemerintah jangan pura2 bodoh tidak mau dengar jeritan hati masyarakat.;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@abdulmartin7032;Yang jelas untung pns tiap bulan gajian  wong cilik tetap sengsara;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@NabilaBila-n2f;Mana ada bekerja untok rakyat malah di sakiti rakyat 12 persen di ambel semua rakyat risau begi bukan korupsi tapi dipotong leher rakyat .;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@abdulhakimsidabalok5070;Kenapa pemerintah lebih suka membuat rakyat semakin sulit. Sementara korupsi tidak diberantas habis.;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@kastarisubianto1263;tok de tok end tok gimana ini ya bos duit dapet utang banyak disselwengkan yg mengelu siapa bos;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@yulianprastomo167;Harus ingat ya 209 jagan sampai di pilih persiden yg ngk peduli rkyt kecil;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@kopok9335;Memang gua pikirin kamu itu yg kurang aja sama harta ini kurang cukup aja hartamu tak akan dibawa mati bro;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@kopok9335;Masak bodoh aja lah yg penting bisa makan;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@putriayaraaa;"Ternyata janji kampanye diingkari sendiri… Pinokio jilid 2""";3 months ago (edited);https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@putriayaraaa;Kalo gak ada kompensasi ke rakyat, sama saja dgn penyiksaan terarah.;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@JorBadwik;Jangan bikin undang undang kalau menyengsarakan rakyat,bikin undang bikin rakyat sengsara,bertahun tahun sudah menderita.;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@gustimadeastika4126;Kasihan rakyat;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@WinartoKdr-cn2ie;Demi makan gratis,,,naiklah PPN,,;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@misbakulhuda663;Mbok ya pelayanan diperbaiki dulu mungkin pendidikan n kesehatan diprioritaskan;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@achakamonji5889;"Andaikan sumber kekayaan alam dikelola utk rakyat. Pasti mencukupi bhkn melimpah sehingga pajak tdk diberlakukan Dlm ajaran Islam pajak itu haram. Makanya sang pencipta menyiapkan ska utk dikelola sendiri demi memenuhi kebutuhan. Tapi penguasa dijajah olh asing dn Aseng akhirnya merekalah yg menguasai'""";2 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@baronsinomba2796;Belum diberlakukan ppn 12% barang bahan pokok makanan uda naik 30%  sd 40%...hadeeh😫;3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@ayvirre;pemerintah mulai memberantas kemiskinan? betul, karena yang miskin dibuat makin miskin sampai kehilangan harapan hidup, sedangkan yang kaya dibuat semakin makmur. memberatkan hukum utk pelaku korupsi yg jelas merugikan negara, Indo ga bisa, sedangkan menyengsarakan rakyat untuk kemajuan negara, Indo bisa. menuju Indonesia CEMAS 2045 🔥;3 months ago (edited);https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@MangihutSimbolon-h5u;Pemerintah lihat dulu kehidupan rakyat yg sangat miris diambang sengsara. Jgn naik pajak.;3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@saputraukichanel4587;Proyek ikn mana tuh suaranya, ujung2nya rakyat juga yg di cekik, suru bayar utang negara, sementara harta para koruptor GK di sita2in, anjrit begini amat tinggal di indonesia😂;3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@coldasanays;Kalo makin tinggi biaya hidup, inflasi naik, lapangan pekerjaan turun, daya beli masyarakat turun, otomatis yg bayar ppn makin dikit dong, gimana mau naikin pendapatan negara ?;3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@LukasBintang_s;"Positifnya = pemerintah wareg Negatif = rakyat stunting""";3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@daniramadhani3680;971 t. Bayar utang 10t gak bisa negara, Negara hanya mementingkan diri sendiri 917 t itu ad koropsi kalo Indonesia gak ad koropsi mungkin yg di dapat anggaran negara lebih dri itu , gila 917 t kalo di tambah aset koropsi yg di rampas lebih dari 900t hasil rampas bisa bayar hutang negara , pemerintah bnyak duduk ,tidur, gak mementingkan rakyat.;3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@ckson003;Di singapura GST/PPN nya juga naik 2%;3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@AndriHardian-ew8xe;Ampuuum belum juga menjabat lama udah naikan pajak.well;3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@BudiArto-bn8gt;Cara PEMERINTAH MEMRAS RAKYAT. ngenes saya liatnya .. prabowo saya jauh jauh dukung elu di negri orang malah belum ada setahun aja udh begini pemerintahan nya;3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@dto507;Klo defisit, harusnya kurangi expense, bukan malah naikin pajak 😅;3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@Savoury1010;Mulyono2 bikin pusing tuh org. Rakyat yg kena. Ganti rugi lu bangun ikn pakai apbn.;3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@akhmadsuryo7976;"mas mohon maaf nih. yg nama y pajak dimana "" gk ada nilai plush y. nilai plus y itu utk gaji para menteri😢 itu kesenangan bagi mereka. sedangkan rakyat bawah dibunuh secara perlahan dgn tidak makan. kalian blm pernah ada di titik paling bawah hidup susah. kalin blm pernah merasakan 3 hari tidak makan krna tidak punya apa"" 😢";3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@ibrahimbukit2772;Tarif 11 % aja juga udah cukup kalo gak dikorupsi...;3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@tatagwicaksono;emang hidup kita cuma mikirin bayar pajak aja ??? sementara gak ada musyawarah dan mufakat dari wajib pajak cuma mikirin diri sendiri, kita ini sedang DIJAJAH !!!;3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@Lio01_Official;Kalo lebih banyak yang bisa dikorupsi itu keuntungan apa kerugiab;3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@andi170764;Naik 12% atau naik 1% dari sebelumnya 11% ?;3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@khoirulfiqri6245;ndak pa2 naik 12%. tp khusus ASN dan pejabat negara, menteri, DPR dst, perhitungan penghasilan kena pajak, dihitung dari gaji + tunjangan. Kenapa kok tunjangan. Karena tunjangan nya banyak bahkan bisa 100x mungkin lebih. Dan ini juga memudahkan audit kerugian negara.;2 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@BiancaHalwa;Semua bahan pokok naik buk..pikir rakyat kecil di pelosok,yg jauh dari kota semua bahan pada naik;2 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@AriIbrahim-x1y;MUSNAHKAN BLT broow bikin malu aja., bantu tuh papua buatkan lap kerjaan di sana. Perbaiki jln2 , Bangun SDM mereka biar cerdas di papua.. jgn fokus di jawa aja. Gak adil dong;2 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@HambaAllah-xn2zp;Saya bayar ujian Amazon Web Service untuk dapat sertifikat cloud dan struk tertera 12%. Itu buat belajar dan bukan barang mewah.;2 months ago (edited);https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@hasiyahcol5690;Pajak naik terus. Keamanan rakyat, fasilitas publik, n pelayanan publik kurang memuaskan kalah sama indomaret dan bank;2 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@DidiGokiel;Wanita jangan di kasih jabatan.. Kodratnya laki2 yg memimpin, , Kalo wanita masalah negara bisa jadi urusan pribadi..;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@januarrembang3391;Ekonomi Remug kog Pajak2 di Naik kan,belajar Ekonomi nya pasti di Kutub Utara ya??? 🤕;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@widarso2812;Coba periksa semua bon (struk) pembelian barang, anda di supermarket dan toko toko yang ada ada bon penjualannya. Mulai hari ini. Ternyata boooooohoooong. Beli air minum kena 12 persen.;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@heruhariyadi9444;Kenyataan dilapangan semua  barang dan jasa ppn naik 12 % bu Mul termasuk barang yg tdk mewah.;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@anasshoim227;G naik apaan, semua brg ditempatku naik semua harganya, umr jateng menangis, harga barang naik semua bosss... Daya beli turun lg booooss.... Pajak motor, bpjs ikut naik. Tae lah.... Semua naek fasilitas umum utk masyarakat kagak ada yg naek;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@MangOneng-f5v;Apalagi bu perusahan milik caina harus dinaikin ppn dan perksa karna caina mengatasnamakan wni;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@karlheinzyassirguderian;Hentikan kebiasaan MENG GARONGI RAKYAT;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@HendraYulianto-e6m;Tidak sesuai penjelasan dilapangan faktanya semua kebutuhan naik, gimana toh Bu;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@anggaawan8chanel594;"Kami tinggal di pulau sebatik kalimantan utara..kami msyarakat mandiri namun disini selalu kosong gas lpg 3kg ataupun 5kg non subsidi dan sudah dari sebelum tahun baru sampe hari ini dan sering terjadi kelangkaan hampir tiap bulan sehingga kami pelaku usaha dagang kecil tidak bisa berjualan seperti mestinya🙏🏻 kira"" adakah perhtian untuk kami masyarakat yg tinggal di ujung tapal batas indonesia malaysia.🙏🏻 Terimakasih";3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@andheeid;yg naik ppn hanya barang mewah tapi yg bikin ricuh di masyarakat siapa coba... gak jauh2 yah itu2 lagi... yg gak ada menterinya di kabinet....;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@anwarsidik1520;pajak kendaraan kena PPN ngga;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@rockymendusa7867;KPK harus kawal masalah ini.karena Tarif PPN masih sama kenapa harus ada perhitungan baru....Saya curiga ada permintaan budget untuk update program pajaknya karena ada perhitungan untuk DPP barang lainnya.Itu adalah pemborosan yang tidak perlu.Hanya membuat pemakai programnya bingung...Aneh kenapa harus ada DPP lain jika tarifnya masih sama.;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@yunikriswanti5551;"Orang gk bisa ngomong gitu kok dijadikan ""menteri"" hmmm parah Presidennya😢";3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@borrisberqa2814;Akan ada rantai yg akan menaikan semua harga..;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@Sarumono500;kopi kenangan? yg harganya dibawah beras? contoh 20 rb paling murah apakah kena ppn12%?;3 months ago;https://www.youtube.com/watch?v=elTAIcMzV4s;[FULL] Menkeu Sri Mulyani Beberkan Rincian Barang Mewah yang Kena PPN 12 Persen;
@israwati8880;Menteri keuangan itu harus tahu kehidupsn masyarakat ber macam ragam kehidupan nya hati2 menaikan nya masih banyak orang2 yg terlantar.;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@RedmiAja-qd9wf;Jika.tak.bisa.memimpin.rakyat.mudur.saja .dari.pada.menyulitkan.rakyat;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@RedmiAja-qd9wf;Alang.2..12.persen.sekaligus.100.baru.masrakat.yg.mendukung.psngn.prabowo.akan.ketawa.makan.siang.gratis.dn.mkn.bansos.mk.y.brpkr.sblm.medkg;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@MrMistari;Haaaiii pra pngush, pluk bisnis slruh Indonesia, kurangi tnga krjamu kalau rugi PHK karywanmu, cetklah pengangguran sbanyk banyknya;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@MrMistari;Haaaiii sdr² kdpan jangan ada rkyt Indonesia yg klparan, itu omong kosongnya, haaaiii rkyt ku thn 2025 siap² miskin alias kere tr kecuali pjbt negara;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@MrMistari;Siap² di thn 2025 rkyat kcil akn kelaparan di tahun 2025 yg hanya mmerdekakan bagi khidupn rkyt kls menengh ke ats dn pjbt negra, apa lagi DPR sdh tdk br pihak kpd rkyt;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@MrMistari;Dengan naiknya PPN 12 persen siap² PHK besar²an slirh Indonesia slamat datng pengangguran dn kemiskinan slirh Indonesia di Th 2025, dn slmat Indonesia jdi ngra trmiskin dunia;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@khandarsingh4457;Kalian para pemimpin bangsa di masa kini,tidak punya hati nurani,jika ekonomi masyarakat bawah jadi koleps,jangan2 nanti terjadi gejolak seperti 98...;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@arko9166;Ini anak muda yg punya hati untuk  kehidupan bangsanya. Siapa lagi anak  muda ?;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@liliwujaya2797;Sudah terjepit masih di injak,  sungguh kau kejam tak ada hati buat Rakyat mu. Berasa di jajah gua.;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@bapakmadelan690;Rakyat untuk obyek pemerintah;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@JyarmonoSumarto;Salah pilih....salah pilih..... APBN habis kok KPK nglabrak BI.....becik ketitik olo ketoro....munafik kok dipermanenkan.......!! ttd pewaris 45...;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@SumantaAnta-zc4ri;PPN 12% di Undangkan oleh Harvey Moeis..dan Pendukungnya...😂😂😂;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@galihprayogi7545;Sudah waktunya Indonesia bubar,bikin negara sendiri2,khususnya papua aceh waktunya kita lepassss;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@SamsungA50-p2l;Hai  prsbowo   jangan  omon2    pelayanan  bpjs   buruk   jancuk   nkri  kok di pimpin  orang  idiot;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@AkhmadArifin-o9s;Ini persiden ingkarjaji nggak di tempati..;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@sieyiewen;kalo masi korupsi mau dibikin ppn seribu persen jg tetep kurang wkwk;3 months ago;https://www.youtube.com/watch?v=Ri-Au0qACU0;Ramai Tolak PPN 12 Persen, Ekonomi Rakyat Babak Belur | B-TALK;
@WBUChanell;Korupsi meraja lelal loll;3 months ago;https://www.youtube.com/watch?v=P7z9dVZZ5kI&t=2s;Plus Minus Kenaikan PPN 12%;
@soeradichannel6682;Mungkin anggaran habis untuk pembangunan Ikn..dan  kekurangan untuk makan gratis;4 months ago;https://www.youtube.com/watch?v=c_K1cuI6Xn4;[FULL] Pengusaha Retail Bahas PPN 12 Persen, Daya Beli Masyarakat Makin Melemah?;
